key,text,status,cdn_status,bytes,needs_purge,reason,attempts,provider
elevenlabs|el:lily|0.7||spill,spill,created,200,28032,no,,1,openai
elevenlabs|el:lily|0.7||trip over,trip over,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||limp,limp,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||in tears,in tears,created,200,36864,no,,1,openai
elevenlabs|el:lily|0.7||tend,tend,created,200,23424,no,,1,openai
elevenlabs|el:lily|0.7||tend to do something,tend to do something,created,200,51840,no,,1,openai
elevenlabs|el:lily|0.7||passive,passive,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.7||flexible,flexible,created,200,44928,no,,1,openai
elevenlabs|el:lily|0.7||scare,scare,created,200,40320,no,,1,openai
elevenlabs|el:lily|0.7||whisper,whisper,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.7||faint,faint,created,200,40320,no,,1,openai
elevenlabs|el:lily|0.7||clinic,clinic,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||physician,physician,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||operation,operation,created,200,33408,no,,1,openai
elevenlabs|el:lily|0.7||colleague,colleague,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||income,income,created,200,23424,no,,1,openai
elevenlabs|el:lily|0.7||tension,tension,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.7||fable,fable,created,200,66816,no,,1,openai
elevenlabs|el:lily|0.7||decade,decade,created,200,20736,no,,1,openai
elevenlabs|el:lily|0.7||scholarship,scholarship,created,200,38016,no,,1,openai
elevenlabs|el:lily|0.7||diverse,diverse,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||diversity,diversity,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.7||ethnic,ethnic,created,200,23424,no,,1,openai
elevenlabs|el:lily|0.7||minority,minority,created,200,42624,no,,1,openai
elevenlabs|el:lily|0.7||immigrant,immigrant,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.7||settle,settle,created,200,22272,no,,1,openai
elevenlabs|el:lily|0.7||earn,earn,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||seek,seek,created,200,28032,no,,1,openai
elevenlabs|el:lily|0.7||fortune,fortune,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||escape,escape,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.7||claim,claim,created,200,23424,no,ok_after_2_rounds,2,openai
elevenlabs|el:lily|0.7||occur,occur,created,200,28032,no,,1,openai
elevenlabs|el:lily|0.7||downtown,downtown,created,200,57600,no,,1,openai
elevenlabs|el:lily|0.7||graffiti,graffiti,created,200,41472,no,ok_after_2_rounds,2,openai
elevenlabs|el:lily|0.7||comic,comic,created,200,42624,no,,1,openai
elevenlabs|el:lily|0.7||select,select,created,200,43776,no,,1,openai
elevenlabs|el:lily|0.7||series,series,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||percentage,percentage,created,200,49536,no,ok_after_2_rounds,2,openai
elevenlabs|el:lily|0.7||financial,financial,created,200,33408,no,,1,openai
elevenlabs|el:lily|0.7||construction,construction,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||contain,contain,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.7||souvenir,souvenir,created,200,42624,no,,1,openai
elevenlabs|el:lily|0.7||clothing,clothing,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.7||herbal,herbal,created,200,20736,no,,1,openai
elevenlabs|el:lily|0.7||mild,mild,created,200,62208,no,,1,openai
elevenlabs|el:lily|0.7||spicy,spicy,created,200,33408,no,ok_after_2_rounds,2,openai
elevenlabs|el:lily|0.7||poisonous,poisonous,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||poison,poison,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||fold,fold,created,200,39168,no,,1,openai
elevenlabs|el:lily|0.7||poetry,poetry,created,200,24576,no,,1,openai
