cache_key,text,voice_id,speed,cdn_url,storage_url,source_ref,record_id,field
elevenlabs|el:lily|0.85||believe in,believe in,el:lily,0.85,https://audio.bigmooneducation.com/81/81a978835645a71f18f9a09f4314c4703234d3d74d1ebabdd57532b9928ac05c.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/81/81a978835645a71f18f9a09f4314c4703234d3d74d1ebabdd57532b9928ac05c.mp3,table:junior_vocab,junior_vocab:fc5974d9-2bb2-4dfa-a3e4-2c01ac1b3fd4,word@hubNormal
elevenlabs|el:lily|0.8||believe in,believe in,el:lily,0.8,https://audio.bigmooneducation.com/5e/5e2bb9e99dd4aafa54a607a22091a39677230f0e5fa05aac38450085596562d3.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/5e/5e2bb9e99dd4aafa54a607a22091a39677230f0e5fa05aac38450085596562d3.mp3,table:junior_vocab,junior_vocab:fc5974d9-2bb2-4dfa-a3e4-2c01ac1b3fd4,word@hubListen
elevenlabs|el:lily|0.7||believe in,believe in,el:lily,0.7,https://audio.bigmooneducation.com/98/98d1f5649cc76eeb6d6a7e823d32fb008b20cd6b3c7ed2e0a945d707867576a6.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/98/98d1f5649cc76eeb6d6a7e823d32fb008b20cd6b3c7ed2e0a945d707867576a6.mp3,table:junior_vocab,junior_vocab:fc5974d9-2bb2-4dfa-a3e4-2c01ac1b3fd4,word@hubSlow
openai|nova|0.85||believe in,believe in,nova,0.85,https://audio.bigmooneducation.com/b2/b290059a7df32c62d70a3d593e2c4d90f4f3b1712343879c58537e466f3990d1.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/b2/b290059a7df32c62d70a3d593e2c4d90f4f3b1712343879c58537e466f3990d1.mp3,table:junior_vocab,junior_vocab:fc5974d9-2bb2-4dfa-a3e4-2c01ac1b3fd4,word@userDefault
elevenlabs|el:lily|0.85||think of,think of,el:lily,0.85,https://audio.bigmooneducation.com/d9/d97e4c6dbc5ce26e090900e5dec5e4dd19c5d009f5e7ee3daa3812845754e393.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/d9/d97e4c6dbc5ce26e090900e5dec5e4dd19c5d009f5e7ee3daa3812845754e393.mp3,table:junior_vocab,junior_vocab:fc5df4af-97eb-4688-b387-096a09ce9931,word@hubNormal
elevenlabs|el:lily|0.7||think of,think of,el:lily,0.7,https://audio.bigmooneducation.com/4c/4ccb95790eac0f5706bbaeb08f48888189fe0b94ca1814da794995f2e3659062.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/4c/4ccb95790eac0f5706bbaeb08f48888189fe0b94ca1814da794995f2e3659062.mp3,table:junior_vocab,junior_vocab:fc5df4af-97eb-4688-b387-096a09ce9931,word@hubSlow
openai|nova|0.85||think of,think of,nova,0.85,https://audio.bigmooneducation.com/0c/0c7dce4690efb1e024789f658e0a3b07c6b2239554038a7da3343475b4747102.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/0c/0c7dce4690efb1e024789f658e0a3b07c6b2239554038a7da3343475b4747102.mp3,table:junior_vocab,junior_vocab:fc5df4af-97eb-4688-b387-096a09ce9931,word@userDefault
elevenlabs|el:lily|0.85||touching,touching,el:lily,0.85,https://audio.bigmooneducation.com/f0/f0a8e3fc5a71a47fab887f477a0c60f5589a8dcad2fa1c3f2c9d91b4b548bffc.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/f0/f0a8e3fc5a71a47fab887f477a0c60f5589a8dcad2fa1c3f2c9d91b4b548bffc.mp3,table:junior_vocab,junior_vocab:fc767e6f-0fda-4d43-ac6c-0ba4d67a9baa,word@hubNormal
elevenlabs|el:lily|0.8||touching,touching,el:lily,0.8,https://audio.bigmooneducation.com/25/25fdda462ca5e9add70ed2ff8fa079647d26869b9eb56a2cf14cb9d173d4401b.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/25/25fdda462ca5e9add70ed2ff8fa079647d26869b9eb56a2cf14cb9d173d4401b.mp3,table:junior_vocab,junior_vocab:fc767e6f-0fda-4d43-ac6c-0ba4d67a9baa,word@hubListen
elevenlabs|el:lily|0.7||touching,touching,el:lily,0.7,https://audio.bigmooneducation.com/57/5706f38b7573b1677aa51446edc3f4728c9ebac205cacd570aeecaa7deda9200.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/57/5706f38b7573b1677aa51446edc3f4728c9ebac205cacd570aeecaa7deda9200.mp3,table:junior_vocab,junior_vocab:fc767e6f-0fda-4d43-ac6c-0ba4d67a9baa,word@hubSlow
